review_id,comment_id,post_id,report_pages,source_url,reviewed_full_comment,cohorts,roles,review_note,selected_anchor
Q123,ttc:7672362957254656782,tt:7672086495074749728,32,https://www.tiktok.com/@yevtopyer/video/7672086495074749728,True,C18,limited_context,"Destination, timing or seasonal purchase context. Some may be shopping at the destination; narrower pre-trip handbag motive remains unproven.",False
Q124,ttc:7627458802934252319,tt:7627179930677333270,32,https://www.tiktok.com/@aliceinparisofficial/video/7627179930677333270,True,,decision_condition,Hardware care or carrying orientation for security; do not mistake practical reasons for anti-logo identity.,False
Q125,ttc:7617656506067337998,tt:7616492357252287757,32,https://www.tiktok.com/@native.handbags/video/7616492357252287757,True,C14,gift_evidence,"Gift intent, recipient reaction or giver report. Preserve negative outcomes and functional limitations; not all are gift-giver statements.",False
Q126,igc:18207791143342001,ig:DZf-NuYgpG-,32,https://www.instagram.com/p/DZf-NuYgpG-/c/18207791143342001,True,C06,support_or_style_signal,"Specific visual attraction to color, finish, shape, texture or personalization; generic/promotion-like examples are weaker than self-reported choice. Q165 has possible promotional language.",False
Q127,ttc:7682790709494547213,tt:7676645924118007070,32,https://www.tiktok.com/@britt.rae2/video/7676645924118007070,True,C09,support_or_requirement;selected_anchor,"Material, construction, surface-care or durability evaluation. Alleged quality failures are unverified and concern the referenced category product.",True
Q128,igc:17880210426674671,ig:Da0XTTfhZxa,32,https://www.instagram.com/p/Da0XTTfhZxa/c/17880210426674671,True,,price_context,Price assertion/correction without a personal motive; historical source figure not a verified current price.,False
Q129,ttc:7676187997830923022,tt:7670290170209438989,32,https://www.tiktok.com/@jessicanlinn/video/7670290170209438989,True,,exclude,"Unrelated product/person discussion, creator-line repetition, adjacent category or named-person mention that does not establish a handbag buyer motive.",False
Q130,igc:18514053802069049,ig:DSUPUC0iF5r,33,https://www.instagram.com/p/DSUPUC0iF5r/c/18514053802069049,True,C10;C11,decision_condition,"Specific fit, device, carrying or luggage question; useful product requirement, not proof of current Velantra capacity.",False
Q131,igc:18210453211315923,ig:DSUPUC0iF5r,33,https://www.instagram.com/p/DSUPUC0iF5r/c/18210453211315923,True,C10;C11,decision_condition,"Specific fit, device, carrying or luggage question; useful product requirement, not proof of current Velantra capacity.",False
Q132,ttc:7681050295510401805,tt:7681030709988969741,34,https://www.tiktok.com/@johnathan.guo/video/7681030709988969741,True,C10;C11,decision_condition,"Specific fit, device, carrying or luggage question; useful product requirement, not proof of current Velantra capacity.",False
Q133,ttc:7668507199639061261,tt:7666956616465435918,34,https://www.tiktok.com/@kyraboesiger/video/7666956616465435918,True,C13,support,"Defends personal choice or particular styles; do not count as endorsement of universal logo, city or approval rules.",False
Q134,ttc:7683201030410863382,tt:7682857812308790550,34,https://www.tiktok.com/@josayzso/video/7682857812308790550,True,C10,support,Self-reported work/laptop use of a named category bag; not verified product performance for Velantra.,False
Q135,ttc:7667032852765360927,tt:7666956616465435918,34,https://www.tiktok.com/@kyraboesiger/video/7666956616465435918,True,C10;C11,boundary,"Comfort, weight, carrying or value objection, often favoring backpacks; does not establish a tote solution or universal travel preference.",False
Q136,ttc:7478954208113230614,tt:7449222569577745694,34,https://www.tiktok.com/@luxuryandarts/video/7449222569577745694,True,C10;C11,boundary,"Comfort, weight, carrying or value objection, often favoring backpacks; does not establish a tote solution or universal travel preference.",False
Q137,ttc:7681301829900682014,tt:7681030709988969741,34,https://www.tiktok.com/@johnathan.guo/video/7681030709988969741,True,C10,support;selected_anchor,"Work, study or training requirements linked to style or an attractive carrying option. Product capability must be checked separately.",True
Q138,igc:18076313407858581,ig:DO8lWKXClxX,34,https://www.instagram.com/p/DO8lWKXClxX/c/18076313407858581,True,C10;C11,boundary,"Comfort, weight, carrying or value objection, often favoring backpacks; does not establish a tote solution or universal travel preference.",False
Q139,igc:18103968788317733,ig:DYU6BvfAVmQ,34,https://www.instagram.com/p/DYU6BvfAVmQ/c/18103968788317733,True,C15,support;selected_anchor,"Interest in men’s bags, styling, first purchase or acceptance. Identity and job details apply only where explicitly stated.",True
Q140,igc:18080903981047590,ig:DSUPUC0iF5r,34,https://www.instagram.com/p/DSUPUC0iF5r/c/18080903981047590,True,C10;C11,decision_condition,"Specific fit, device, carrying or luggage question; useful product requirement, not proof of current Velantra capacity.",False
Q141,ttc:7667194658187297549,tt:7666956616465435918,36,https://www.tiktok.com/@kyraboesiger/video/7666956616465435918,True,C10;C11,boundary,"Comfort, weight, carrying or value objection, often favoring backpacks; does not establish a tote solution or universal travel preference.",False
Q142,igc:18075758852259280,ig:DYU6BvfAVmQ,36,https://www.instagram.com/p/DYU6BvfAVmQ/c/18075758852259280,True,C15,support;selected_anchor,"Interest in men’s bags, styling, first purchase or acceptance. Identity and job details apply only where explicitly stated.",True
Q143,igc:17938868831981723,ig:DPHU8A_D5Xt,36,https://www.instagram.com/p/DPHU8A_D5Xt/c/17938868831981723,True,,decision_condition,"Quality, authenticity, transaction or seller uncertainty. Retain context; these do not establish industry-wide deception or verified faults.",False
Q144,ttc:7412194079179604768,tt:7412155936476826913,36,https://www.tiktok.com/@gabriellaluxurymum/video/7412155936476826913,True,,exclude,Repeats creator snack wording; not an independently expressed bag capacity requirement.,False
Q145,ttc:7640134794773742367,tt:7639552753609510158,36,https://www.tiktok.com/@moniiicamendoza/video/7639552753609510158,True,C12,destination_shopping,Destination prices or purchase logistics; adjacent to a travel-memory cohort but not proof of sentimental motive or pre-departure purchase.,False
Q146,ttc:7667402244384555789,tt:7666956616465435918,36,https://www.tiktok.com/@kyraboesiger/video/7666956616465435918,True,C10;C11,boundary,"Comfort, weight, carrying or value objection, often favoring backpacks; does not establish a tote solution or universal travel preference.",False
Q147,igc:18090398714145156,ig:DWWdXh7Ebjz,36,https://www.instagram.com/p/DWWdXh7Ebjz/c/18090398714145156,True,,weak,Generic travel/adventure reaction without a clear bag-specific motivation.,False
Q148,ttc:7680739798504031007,tt:7676645924118007070,36,https://www.tiktok.com/@britt.rae2/video/7676645924118007070,True,C02,qualified_support,Lower-price or similar-look preference; replica/alternative context and quality tradeoffs must remain visible.,False
Q149,igc:17871425841512682,ig:DYU6BvfAVmQ,36,https://www.instagram.com/p/DYU6BvfAVmQ/c/17871425841512682,True,C15,support,"Interest in men’s bags, styling, first purchase or acceptance. Identity and job details apply only where explicitly stated.",False
Q150,ttc:7652857751300801302,tt:7652379521559137566,37,https://www.tiktok.com/@imjustbarbs/video/7652379521559137566,True,C14,gift_evidence,"Gift intent, recipient reaction or giver report. Preserve negative outcomes and functional limitations; not all are gift-giver statements.",False
Q151,igc:18368032459243398,ig:DcUFBAQPLts,37,https://www.instagram.com/p/DcUFBAQPLts/c/18368032459243398,True,C14,gift_evidence,"Gift intent, recipient reaction or giver report. Preserve negative outcomes and functional limitations; not all are gift-giver statements.",False
Q152,igc:18046041050572605,ig:DZf-NuYgpG-,38,https://www.instagram.com/p/DZf-NuYgpG-/c/18046041050572605,True,C14,gift_evidence,"Gift intent, recipient reaction or giver report. Preserve negative outcomes and functional limitations; not all are gift-giver statements.",False
Q153,igc:17858649999680011,ig:DbEHV44MYoJ,38,https://www.instagram.com/p/DbEHV44MYoJ/c/17858649999680011,True,,exclude,"Unrelated product/person discussion, creator-line repetition, adjacent category or named-person mention that does not establish a handbag buyer motive.",False
Q154,igc:18007795979975277,ig:DcluoTsM_lV,38,https://www.instagram.com/p/DcluoTsM_lV/c/18007795979975277,True,,exclude,"Unrelated product/person discussion, creator-line repetition, adjacent category or named-person mention that does not establish a handbag buyer motive.",False
Q155,igc:17899347555375407,ig:DcRsKHHBW45,38,https://www.instagram.com/p/DcRsKHHBW45/c/17899347555375407,True,,exclude,"Unrelated product/person discussion, creator-line repetition, adjacent category or named-person mention that does not establish a handbag buyer motive.",False
Q156,igc:18156447925504459,ig:DcRsKHHBW45,38,https://www.instagram.com/p/DcRsKHHBW45/c/18156447925504459,True,,exclude,"Unrelated product/person discussion, creator-line repetition, adjacent category or named-person mention that does not establish a handbag buyer motive.",False
Q157,igc:18114321833006180,ig:Dcgl2JFNPPf,39,https://www.instagram.com/p/Dcgl2JFNPPf/c/18114321833006180,True,,decision_condition,"Stock, delivery, policy, checkout, website or shipping issue; no persona assigned merely from the complaint/request.",False
Q158,igc:18124446868802964,ig:Dcgl2JFNPPf,39,https://www.instagram.com/p/Dcgl2JFNPPf/c/18124446868802964,True,,decision_condition,"Stock, delivery, policy, checkout, website or shipping issue; no persona assigned merely from the complaint/request.",False
Q159,ttc:7527074752147587895,tt:7527006509264276766,40,https://www.tiktok.com/@michelletimestwo/video/7527006509264276766,True,,decision_condition,"Quality, authenticity, transaction or seller uncertainty. Retain context; these do not establish industry-wide deception or verified faults.",False
Q160,ttc:7527037185159021325,tt:7527006509264276766,40,https://www.tiktok.com/@michelletimestwo/video/7527006509264276766,True,,decision_condition,"Quality, authenticity, transaction or seller uncertainty. Retain context; these do not establish industry-wide deception or verified faults.",False
Q161,ttc:7661713666917008150,tt:7661349233068346646,40,https://www.tiktok.com/@heightandhustle/video/7661349233068346646,True,,decision_condition,"Quality, authenticity, transaction or seller uncertainty. Retain context; these do not establish industry-wide deception or verified faults.",False
Q162,igc:18094704929575108,ig:Db9QfF-zVhz,40,https://www.instagram.com/p/Db9QfF-zVhz/c/18094704929575108,True,C17,support;selected_anchor,"Collection ownership, pleasure, an additional purchase or distinct occasion/style roles. Buying for use and buying for financial investment are different.",True
Q163,igc:17919037293179800,ig:DZ5YybMyYZp,40,https://www.instagram.com/p/DZ5YybMyYZp/c/17919037293179800,True,,decision_condition,"Quality, authenticity, transaction or seller uncertainty. Retain context; these do not establish industry-wide deception or verified faults.",False
Q164,ttc:7218368432970089262,tt:7218302653489483051,40,https://www.tiktok.com/@steffieinthecity/video/7218302653489483051,True,C01;C02,support,Self-reported quiet-luxury-thread purchase at a sale price; supports attainable satisfaction without verifying general price levels.,False
Q165,igc:18327378439286287,ig:DDXIojFNwC4,40,https://www.instagram.com/p/DDXIojFNwC4/c/18327378439286287,True,C06,support_or_style_signal,"Specific visual attraction to color, finish, shape, texture or personalization; generic/promotion-like examples are weaker than self-reported choice. Q165 has possible promotional language.",False
Q166,ttc:7640328947868205854,tt:7639552753609510158,40,https://www.tiktok.com/@moniiicamendoza/video/7639552753609510158,True,,decision_condition,"Quality, authenticity, transaction or seller uncertainty. Retain context; these do not establish industry-wide deception or verified faults.",False
Q167,ttc:7653059418662421279,tt:7652379521559137566,40,https://www.tiktok.com/@imjustbarbs/video/7652379521559137566,True,C05;C06,style_filter,"Specific shape, color, logo, practicality or taste evaluation; useful style boundary, not a demographic or evidence of creator agreement.",False
Q168,igc:17987525291834611,ig:DadwnM1hmXa,41,https://www.instagram.com/p/DadwnM1hmXa/c/17987525291834611,True,C17,support,"Collection ownership, pleasure, an additional purchase or distinct occasion/style roles. Buying for use and buying for financial investment are different.",False
Q169,igc:18042057287603964,ig:DadwnM1hmXa,41,https://www.instagram.com/p/DadwnM1hmXa/c/18042057287603964,True,C07,support;selected_anchor,"Timeless preference, deliberate purchase delay, continued use or refusal to replace a loved bag merely for a trend.",True
Q170,igc:18117753118865052,ig:DadwnM1hmXa,41,https://www.instagram.com/p/DadwnM1hmXa/c/18117753118865052,True,C07,decision_condition,"Wishlist/decision tool context, weaker than an explicit intentional-purchase motive.",False
Q171,igc:18078504461664773,ig:DadwnM1hmXa,41,https://www.instagram.com/p/DadwnM1hmXa/c/18078504461664773,True,C02,resale_value_context,"Seeking designer value, resale or transaction information; some want the original label. Replica/factory allegations are not facts or proof of switching intent.",False
Q172,igc:18397689526086903,ig:DadwnM1hmXa,41,https://www.instagram.com/p/DadwnM1hmXa/c/18397689526086903,True,,limited_or_transaction_signal,"Product admiration, recommendation, ownership, wish or transaction interest without enough independent motive to create another cohort; consult full context before use. Some could support an existing card secondarily.",False
Q173,igc:18149010424512667,ig:DadwnM1hmXa,41,https://www.instagram.com/p/DadwnM1hmXa/c/18149010424512667,True,C03,support;selected_anchor,"Designer-spending discussion: dissatisfaction or satisfaction with midrange alternatives; these are same-thread signals, not independent studies.",True
Q174,igc:17895619284510774,ig:DadwnM1hmXa,41,https://www.instagram.com/p/DadwnM1hmXa/c/17895619284510774,True,C17,support,"Collection ownership, pleasure, an additional purchase or distinct occasion/style roles. Buying for use and buying for financial investment are different.",False
Q175,igc:18140406595558578,ig:DadwnM1hmXa,41,https://www.instagram.com/p/DadwnM1hmXa/c/18140406595558578,True,C02,resale_value_context,"Seeking designer value, resale or transaction information; some want the original label. Replica/factory allegations are not facts or proof of switching intent.",False
Q176,igc:17981146232867158,ig:DadwnM1hmXa,41,https://www.instagram.com/p/DadwnM1hmXa/c/17981146232867158,True,C03;C07,qualified_support,Expresses designer ick but asks which bags the creator kept; permits collection editing rather than assuming complete designer exit.,False
Q177,igc:18068369702546787,ig:DYPRepaNGq3,42,https://www.instagram.com/p/DYPRepaNGq3/c/18068369702546787,True,C02,support,"Explicit budget pressure, price/access question or response to inaccessible luxury; not evidence of income or willingness to switch to Velantra.",False
Q178,igc:18084335969334973,ig:DYPRepaNGq3,42,https://www.instagram.com/p/DYPRepaNGq3/c/18084335969334973,True,,limited_or_requirement,"Specific product/fit interest or preference, insufficient as a distinct persona anchor; no new cohort inferred.",False
Q179,igc:18112514710960004,ig:DcWLvteqezx,43,https://www.instagram.com/p/DcWLvteqezx/c/18112514710960004,True,C12,destination_shopping,Destination prices or purchase logistics; adjacent to a travel-memory cohort but not proof of sentimental motive or pre-departure purchase.,False
Q180,igc:18112411315968548,ig:DcWLvteqezx,43,https://www.instagram.com/p/DcWLvteqezx/c/18112411315968548,True,C18,limited_context,"Destination, timing or seasonal purchase context. Some may be shopping at the destination; narrower pre-trip handbag motive remains unproven.",False
Q181,igc:18065712410586942,ig:DcWLvteqezx,43,https://www.instagram.com/p/DcWLvteqezx/c/18065712410586942,True,C18,limited_context,"Destination, timing or seasonal purchase context. Some may be shopping at the destination; narrower pre-trip handbag motive remains unproven.",False
Q182,igc:18083531639303035,ig:DcWLvteqezx,43,https://www.instagram.com/p/DcWLvteqezx/c/18083531639303035,True,C18,limited_context,"Destination, timing or seasonal purchase context. Some may be shopping at the destination; narrower pre-trip handbag motive remains unproven.",False
Q183,igc:18618103615027088,ig:DcWLvteqezx,43,https://www.instagram.com/p/DcWLvteqezx/c/18618103615027088,True,C18,limited_context,"Destination, timing or seasonal purchase context. Some may be shopping at the destination; narrower pre-trip handbag motive remains unproven.",False
Q184,igc:17945500386057517,ig:DcWLvteqezx,43,https://www.instagram.com/p/DcWLvteqezx/c/17945500386057517,True,C18,limited_context;selected_anchor,"Destination, timing or seasonal purchase context. Some may be shopping at the destination; narrower pre-trip handbag motive remains unproven.",True
Q185,igc:17965431153175619,ig:DcWLvteqezx,43,https://www.instagram.com/p/DcWLvteqezx/c/17965431153175619,True,C18,limited_context,"Destination, timing or seasonal purchase context. Some may be shopping at the destination; narrower pre-trip handbag motive remains unproven.",False
Q186,igc:17949778824251958,ig:DcWLvteqezx,43,https://www.instagram.com/p/DcWLvteqezx/c/17949778824251958,True,C18,limited_context,"Destination, timing or seasonal purchase context. Some may be shopping at the destination; narrower pre-trip handbag motive remains unproven.",False
Q187,igc:17912642604450636,ig:DcWLvteqezx,43,https://www.instagram.com/p/DcWLvteqezx/c/17912642604450636,True,C18,limited_context,"Destination, timing or seasonal purchase context. Some may be shopping at the destination; narrower pre-trip handbag motive remains unproven.",False
Q188,igc:18109954274068118,ig:DaAQeKXMGaz,44,https://www.instagram.com/p/DaAQeKXMGaz/c/18109954274068118,True,,limited_or_transaction_signal,"Product admiration, recommendation, ownership, wish or transaction interest without enough independent motive to create another cohort; consult full context before use. Some could support an existing card secondarily.",False
Q189,igc:17872301316553685,ig:DaAQeKXMGaz,44,https://www.instagram.com/p/DaAQeKXMGaz/c/17872301316553685,True,,limited_or_transaction_signal,"Product admiration, recommendation, ownership, wish or transaction interest without enough independent motive to create another cohort; consult full context before use. Some could support an existing card secondarily.",False
Q190,igc:18429651976132816,ig:DbEHV44MYoJ,45,https://www.instagram.com/p/DbEHV44MYoJ/c/18429651976132816,True,,adjacent_values_context,"Lifestyle/wealth/consumption discussion rather than direct handbag purchase evidence. Do not infer a career, wealth level or motive for the full audience.",False
Q191,igc:17931270543124029,ig:DbEHV44MYoJ,45,https://www.instagram.com/p/DbEHV44MYoJ/c/17931270543124029,True,,adjacent_values_context,"Lifestyle/wealth/consumption discussion rather than direct handbag purchase evidence. Do not infer a career, wealth level or motive for the full audience.",False
Q192,igc:17981138094023003,ig:DbEHV44MYoJ,45,https://www.instagram.com/p/DbEHV44MYoJ/c/17981138094023003,True,C03,qualified_value_context,"Contains spending/value criticism but also replicas, manufacture assertions or broader values. Preserve the full context and treat allegations as unverified.",False
Q193,igc:18102209321176800,ig:DbEHV44MYoJ,45,https://www.instagram.com/p/DbEHV44MYoJ/c/18102209321176800,True,,adjacent_values_context,"Lifestyle/wealth/consumption discussion rather than direct handbag purchase evidence. Do not infer a career, wealth level or motive for the full audience.",False
Q194,igc:18015115454870881,ig:DbEHV44MYoJ,45,https://www.instagram.com/p/DbEHV44MYoJ/c/18015115454870881,True,,exclude,"Unrelated product/person discussion, creator-line repetition, adjacent category or named-person mention that does not establish a handbag buyer motive.",False
Q195,igc:17898369624517769,ig:DbEHV44MYoJ,45,https://www.instagram.com/p/DbEHV44MYoJ/c/17898369624517769,True,,adjacent_values_context,"Lifestyle/wealth/consumption discussion rather than direct handbag purchase evidence. Do not infer a career, wealth level or motive for the full audience.",False
Q196,igc:18101405983913686,ig:DbEHV44MYoJ,45,https://www.instagram.com/p/DbEHV44MYoJ/c/18101405983913686,True,,adjacent_values_context,"Lifestyle/wealth/consumption discussion rather than direct handbag purchase evidence. Do not infer a career, wealth level or motive for the full audience.",False
Q197,igc:17857253715692094,ig:DbEHV44MYoJ,45,https://www.instagram.com/p/DbEHV44MYoJ/c/17857253715692094,True,C03;C07,boundary,"Defends established designer style, quality or longevity. Reported experience is not proof for Velantra and does not support designer exit.",False
Q198,igc:18109428337814204,ig:DbEHV44MYoJ,45,https://www.instagram.com/p/DbEHV44MYoJ/c/18109428337814204,True,,values_condition,"Explicit smaller-label, quality and fair-wage preference; different from vegan materials or founder fandom. Velantra practices unverified here.",False
Q199,igc:18362409727237215,ig:DZf-NuYgpG-,46,https://www.instagram.com/p/DZf-NuYgpG-/c/18362409727237215,True,,exclude,"Unrelated product/person discussion, creator-line repetition, adjacent category or named-person mention that does not establish a handbag buyer motive.",False
Q200,igc:18144010348460336,ig:DZf-NuYgpG-,46,https://www.instagram.com/p/DZf-NuYgpG-/c/18144010348460336,True,,weak,Aesthetic dislike without enough explanation to assign a distinct motive.,False
Q201,igc:17881903854663404,ig:DZf-NuYgpG-,46,https://www.instagram.com/p/DZf-NuYgpG-/c/17881903854663404,True,,exclude,"Unrelated product/person discussion, creator-line repetition, adjacent category or named-person mention that does not establish a handbag buyer motive.",False
Q202,igc:18009252317745597,ig:DZf-NuYgpG-,46,https://www.instagram.com/p/DZf-NuYgpG-/c/18009252317745597,True,,limited_or_transaction_signal,"Product admiration, recommendation, ownership, wish or transaction interest without enough independent motive to create another cohort; consult full context before use. Some could support an existing card secondarily.",False
Q203,igc:18086690813099900,ig:DZf-NuYgpG-,46,https://www.instagram.com/p/DZf-NuYgpG-/c/18086690813099900,True,,weak,Aesthetic dislike without enough explanation to assign a distinct motive.,False
Q204,igc:18093801863363913,ig:DZf-NuYgpG-,46,https://www.instagram.com/p/DZf-NuYgpG-/c/18093801863363913,True,C07,support,"Timeless preference, deliberate purchase delay, continued use or refusal to replace a loved bag merely for a trend.",False
Q205,igc:17920004727167025,ig:DZf-NuYgpG-,46,https://www.instagram.com/p/DZf-NuYgpG-/c/17920004727167025,True,C13,support,"Defends personal choice or particular styles; do not count as endorsement of universal logo, city or approval rules.",False
Q206,igc:17965776419932676,ig:DZf-NuYgpG-,46,https://www.instagram.com/p/DZf-NuYgpG-/c/17965776419932676,True,C13,support,"Defends personal choice or particular styles; do not count as endorsement of universal logo, city or approval rules.",False
Q207,igc:18109819349292785,ig:DZf-NuYgpG-,46,https://www.instagram.com/p/DZf-NuYgpG-/c/18109819349292785,True,,exclude,"Unrelated product/person discussion, creator-line repetition, adjacent category or named-person mention that does not establish a handbag buyer motive.",False
Q208,igc:18009481418574627,ig:C7AKRw8Sy6U,47,https://www.instagram.com/p/C7AKRw8Sy6U/c/18009481418574627,True,C02,support;selected_anchor,"Explicit budget pressure, price/access question or response to inaccessible luxury; not evidence of income or willingness to switch to Velantra.",True
Q209,igc:17868940734115026,ig:C7AKRw8Sy6U,47,https://www.instagram.com/p/C7AKRw8Sy6U/c/17868940734115026,True,,decision_condition,"Stock, delivery, policy, checkout, website or shipping issue; no persona assigned merely from the complaint/request.",False
Q210,igc:18151690801314019,ig:C7AKRw8Sy6U,47,https://www.instagram.com/p/C7AKRw8Sy6U/c/18151690801314019,True,,limited_or_requirement,"Specific product/fit interest or preference, insufficient as a distinct persona anchor; no new cohort inferred.",False
Q211,igc:18451110823011398,ig:C7AKRw8Sy6U,47,https://www.instagram.com/p/C7AKRw8Sy6U/c/18451110823011398,True,,exclude,"Unrelated product/person discussion, creator-line repetition, adjacent category or named-person mention that does not establish a handbag buyer motive.",False
Q212,igc:18056911342650108,ig:C7AKRw8Sy6U,47,https://www.instagram.com/p/C7AKRw8Sy6U/c/18056911342650108,True,,limited_or_requirement,"Specific product/fit interest or preference, insufficient as a distinct persona anchor; no new cohort inferred.",False
Q213,igc:18027749402161233,ig:C7AKRw8Sy6U,47,https://www.instagram.com/p/C7AKRw8Sy6U/c/18027749402161233,True,,limited_or_requirement,"Specific product/fit interest or preference, insufficient as a distinct persona anchor; no new cohort inferred.",False
Q214,igc:18033371678050079,ig:C7AKRw8Sy6U,47,https://www.instagram.com/p/C7AKRw8Sy6U/c/18033371678050079,True,C16,support;selected_anchor,"Explicit animal-material avoidance or preference for vegan alternatives; product eligibility requires full composition, not appearance.",True
Q215,igc:18073117747518956,ig:C7AKRw8Sy6U,47,https://www.instagram.com/p/C7AKRw8Sy6U/c/18073117747518956,True,,exclude,"Unrelated product/person discussion, creator-line repetition, adjacent category or named-person mention that does not establish a handbag buyer motive.",False
Q216,igc:17893409688013745,ig:C7AKRw8Sy6U,47,https://www.instagram.com/p/C7AKRw8Sy6U/c/17893409688013745,True,,limited_or_requirement,"Specific product/fit interest or preference, insufficient as a distinct persona anchor; no new cohort inferred.",False
Q217,igc:18118565602512091,ig:DO8lWKXClxX,48,https://www.instagram.com/p/DO8lWKXClxX/c/18118565602512091,True,C10;C11,decision_condition,"Specific fit, device, carrying or luggage question; useful product requirement, not proof of current Velantra capacity.",False
Q218,igc:18055710992544912,ig:DO8lWKXClxX,48,https://www.instagram.com/p/DO8lWKXClxX/c/18055710992544912,True,,limited_or_requirement,"Specific product/fit interest or preference, insufficient as a distinct persona anchor; no new cohort inferred.",False
Q219,igc:17901301695330213,ig:DO8lWKXClxX,48,https://www.instagram.com/p/DO8lWKXClxX/c/17901301695330213,True,C09,support_or_requirement,"Material, construction, surface-care or durability evaluation. Alleged quality failures are unverified and concern the referenced category product.",False
Q220,igc:17935723578088189,ig:DO8lWKXClxX,48,https://www.instagram.com/p/DO8lWKXClxX/c/17935723578088189,True,,limited_or_requirement,"Specific product/fit interest or preference, insufficient as a distinct persona anchor; no new cohort inferred.",False
Q221,igc:18058497746387637,ig:DO8lWKXClxX,48,https://www.instagram.com/p/DO8lWKXClxX/c/18058497746387637,True,C10;C11,decision_condition,"Specific fit, device, carrying or luggage question; useful product requirement, not proof of current Velantra capacity.",False
Q222,igc:18206381485309371,ig:DO8lWKXClxX,48,https://www.instagram.com/p/DO8lWKXClxX/c/18206381485309371,True,C10;C11,decision_condition,"Specific fit, device, carrying or luggage question; useful product requirement, not proof of current Velantra capacity.",False
Q223,igc:17844975108589527,ig:DO8lWKXClxX,48,https://www.instagram.com/p/DO8lWKXClxX/c/17844975108589527,True,C10;C11,decision_condition;limited_or_requirement,"Specific fit, device, carrying or luggage question; useful product requirement, not proof of current Velantra capacity. / Specific product/fit interest or preference, insufficient as a distinct persona anchor; no new cohort inferred.",False
Q224,igc:18147003727410872,ig:DO8lWKXClxX,48,https://www.instagram.com/p/DO8lWKXClxX/c/18147003727410872,True,C10;C11,decision_condition,"Specific fit, device, carrying or luggage question; useful product requirement, not proof of current Velantra capacity.",False
Q225,igc:17869369461565332,ig:DO8lWKXClxX,48,https://www.instagram.com/p/DO8lWKXClxX/c/17869369461565332,True,C10;C11,decision_condition,"Specific fit, device, carrying or luggage question; useful product requirement, not proof of current Velantra capacity.",False
Q226,igc:18100834444834497,ig:DYU6BvfAVmQ,49,https://www.instagram.com/p/DYU6BvfAVmQ/c/18100834444834497,True,,limited_or_requirement,"Specific product/fit interest or preference, insufficient as a distinct persona anchor; no new cohort inferred.",False
Q227,igc:18565737820064395,ig:DYU6BvfAVmQ,49,https://www.instagram.com/p/DYU6BvfAVmQ/c/18565737820064395,True,C17,support,"Collection ownership, pleasure, an additional purchase or distinct occasion/style roles. Buying for use and buying for financial investment are different.",False
Q228,igc:18015315743850398,ig:DYU6BvfAVmQ,49,https://www.instagram.com/p/DYU6BvfAVmQ/c/18015315743850398,True,C07,support;selected_anchor,"Timeless preference, deliberate purchase delay, continued use or refusal to replace a loved bag merely for a trend.",True
Q229,igc:18061377110709119,ig:DYU6BvfAVmQ,49,https://www.instagram.com/p/DYU6BvfAVmQ/c/18061377110709119,True,C02;C04,boundary,Rejects close copying or objects to derivative design; an unfamiliar designer alternative is not automatically acceptable.,False
Q230,igc:18131057035586351,ig:DYU6BvfAVmQ,49,https://www.instagram.com/p/DYU6BvfAVmQ/c/18131057035586351,True,,exclude,"Unrelated product/person discussion, creator-line repetition, adjacent category or named-person mention that does not establish a handbag buyer motive.",False
Q231,igc:18131558317604707,ig:DYU6BvfAVmQ,49,https://www.instagram.com/p/DYU6BvfAVmQ/c/18131558317604707,True,,limited_or_requirement,"Specific product/fit interest or preference, insufficient as a distinct persona anchor; no new cohort inferred.",False
Q232,igc:18355307455236933,ig:DYU6BvfAVmQ,49,https://www.instagram.com/p/DYU6BvfAVmQ/c/18355307455236933,True,C06,support_or_style_signal,"Specific visual attraction to color, finish, shape, texture or personalization; generic/promotion-like examples are weaker than self-reported choice. Q165 has possible promotional language.",False
Q233,igc:17908210176450081,ig:DYU6BvfAVmQ,49,https://www.instagram.com/p/DYU6BvfAVmQ/c/17908210176450081,True,C15,support,"Interest in men’s bags, styling, first purchase or acceptance. Identity and job details apply only where explicitly stated.",False
Q234,igc:18109798441810127,ig:DYU6BvfAVmQ,49,https://www.instagram.com/p/DYU6BvfAVmQ/c/18109798441810127,True,C15,support,"Interest in men’s bags, styling, first purchase or acceptance. Identity and job details apply only where explicitly stated.",False
Q235,igc:17941699788061390,ig:DPG9kZ5kZWk,50,https://www.instagram.com/p/DPG9kZ5kZWk/c/17941699788061390,True,,exclude,"Unrelated product/person discussion, creator-line repetition, adjacent category or named-person mention that does not establish a handbag buyer motive.",False
Q236,igc:18059712812626924,ig:DPG9kZ5kZWk,50,https://www.instagram.com/p/DPG9kZ5kZWk/c/18059712812626924,True,C09,support_or_requirement,"Material, construction, surface-care or durability evaluation. Alleged quality failures are unverified and concern the referenced category product.",False
Q237,igc:17929187145104837,ig:DPG9kZ5kZWk,50,https://www.instagram.com/p/DPG9kZ5kZWk/c/17929187145104837,True,,qualified_requirement,Wants to see lining but also aspires to start a leather company; not clean consumer-only evidence.,False
Q238,igc:18368872042158676,ig:DPG9kZ5kZWk,50,https://www.instagram.com/p/DPG9kZ5kZWk/c/18368872042158676,True,,exclude,Seller or brand promotion; not independent consumer evidence.,False
