post_id,platform,url,caption,transcript,creator,published_at,likes,comments_reported,views,waves,raw_refs,seed_id,seed_notes,media_type,paid_partnership,input_url,theme_tags,category,category_method,transcript_status,retrieved_at,comments_collected,substantive_candidates
ig:DcB0ybMOP-6,instagram,https://www.instagram.com/p/DcB0ybMOP-6/,"Ralph Lauren Fall 2026 in Milan reminded me why they continue to set the standard for modern American style. The collection balanced precision tailoring with effortless ease, grounded in heritage but unmistakably current. From the textures to the silhouettes, everything spoke to longevity over trend and confidence over excess. This is the kind of design language that shapes how we dress for years, not seasons. 

#milanfashionweek #ralphlauren #fallfashion #luxuryfashion #timelessstyle",Stop!,tarmcc,2026-08-14T17:14:56.000Z,137127,171,1262704,"[""01-ig-seeds"", ""05-ig-seed-transcripts""]","[""raw/01-ig-seeds-items.json#row=68"", ""raw/05-ig-seed-transcripts-items.json#row=150""]",S150,* Ralph Lauren branded,Video,False,https://www.instagram.com/reel/DcB0ybMOP-6/,"[""old_money"", ""european_style"", ""euro_trip"", ""outfit_upgrade"", ""social_judgment"", ""seasonal_woven""]",adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,98,21
ig:DcbWhitOnk7,instagram,https://www.instagram.com/p/DcbWhitOnk7/,"If you’re having a Ralph Lauren fall, save this before you shop 🍂🤎 I worked for Ralph Lauren and drove millions in revenue, so I’ve seen firsthand which pieces are actually worth the investment. These are the Ralph Lauren fall staples I’d prioritize for a timeless, elevated wardrobe and the pieces I know you’ll reach for season after season. Think classic American style, preppy fall outfits, timeless fashion, and quiet luxury without buying everything with a polo pony on it. Save this for your next fall shopping trip and follow for more Ralph Lauren style, timeless fashion, and elevated wardrobe tips! Comment SHOP below to receive a DM with the link to this post on my LTK ⬇ 

#ralphlauren #ralphlaurenaesthetic #ralphlaurenstyle #oldmoneystyle #fallfashioninspo

https://liketk.it/6lC4a","If you're planning on having a Ralph Lauren fall, let me save you from buying the wrong things. I used to work for the brand generating millions in revenue, so let me show you the top things I would invest in. First, a really good blazer. I love this one. This is probably the easiest way to elevate your entire wardrobe. I'd look for something tailored and classic like this one. You could wear this with jeans, trousers, dresses, skirts. Next are a pair of oval sunglasses. These instantly give you that Ralph Lauren elevated feel. They're one of those accessories that makes even a really simple outfit feel intentional, plus you can wear them all year round. Next are riding boots. This is a no-brainer. You could wear them with jeans, dresses, skirts, your entire fall wardrobe, plus you'll be wearing these for years to come. I like this pair a lot from the Lauren brand too. These are really understated and timeless. These are my top choices, but let me know if you want a part two with more of my Ralph Lauren fall must-haves. And as always, if you're interested in shopping any of these pieces, they'll be linked on my LTK and my Shop My.",tarmcc,2026-08-24T15:11:17.000Z,7515,128,133339,"[""01-ig-seeds"", ""05-ig-seed-transcripts""]","[""raw/01-ig-seeds-items.json#row=69"", ""raw/05-ig-seed-transcripts-items.json#row=33""]",S086,,Video,False,https://www.instagram.com/reel/DcbWhitOnk7/,"[""designer_spend"", ""old_money"", ""euro_trip"", ""outfit_upgrade"", ""logo_independence"", ""seasonal_woven"", ""travel_scale"", ""purchase_trigger""]",adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,100,29
ig:DX-qYCCT5PA,instagram,https://www.instagram.com/p/DX-qYCCT5PA/,"👜 SS26 NEW DROP,,Which bag got you? TAP TO SHOP NOW🛍️🛒

ALL BAGS AVAILABLE ON THE WEBSITE

Shop at www.beersister.com
#beersisterbag #beersisterss26",I know I could talk without you,beersister_official,2026-05-06T01:40:32.000Z,1449,20,126914,"[""01-ig-seeds"", ""05-ig-seed-transcripts""]","[""raw/01-ig-seeds-items.json#row=70"", ""raw/05-ig-seed-transcripts-items.json#row=61""]",S071,,Video,False,https://www.instagram.com/reel/DX-qYCCT5PA/,"[""purchase_trigger""]",handbag_context,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,12,1
ig:DZ53bCjhSh8,instagram,https://www.instagram.com/p/DZ53bCjhSh8/,"👜WHICH WILL BE YOUR BEST DAILY BAG?

ALL BAGS AVAILABLE ON THE WEBSITE
Shop at www.beersister.com
#beersisterbags",Follow you wherever you may go,beersister_official,2026-06-22T22:00:11.000Z,3719,45,283160,"[""01-ig-seeds"", ""05-ig-seed-transcripts""]","[""raw/01-ig-seeds-items.json#row=71"", ""raw/05-ig-seed-transcripts-items.json#row=137""]",S072,,Video,False,https://www.instagram.com/reel/DZ53bCjhSh8/,[],handbag_context,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,41,6
ig:DaLPP4XsxGe,instagram,https://www.instagram.com/p/DaLPP4XsxGe/,"POV: I found the most summery summer bag and now I’m mentally on a beach somewhere with a fruit bowl and zero responsibilities ☀️🍒🍍🦀 @americabeyond 

Even better? The America & Beyond Freedom Sale is now LIVE with up to 30% OFF, so consider this your sign to add a little sunshine to your cart 💛

#AmericaAndBeyond #FreedomSale #SummerStyle #SummerBag #VacationMood","You got me trippin', stumblin', flippin', fumblin'.",tatiach_,2026-06-29T15:56:22.000Z,14265,135,365091,"[""01-ig-seeds"", ""05-ig-seed-transcripts""]","[""raw/01-ig-seeds-items.json#row=72"", ""raw/05-ig-seed-transcripts-items.json#row=19""]",S013,"* perfect summer bag, boatkin of 26",Video,True,https://www.instagram.com/reel/DaLPP4XsxGe/,"[""euro_trip"", ""outfit_upgrade"", ""seasonal_woven"", ""travel_scale"", ""purchase_trigger""]",handbag_context,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,100,87
ig:DXrxcfHjkmV,instagram,https://www.instagram.com/p/DXrxcfHjkmV/,"If you love The Row and Khaite you NEED to know about these brands. 

Minimal, beautifully made, and incredibly versatile. Everything is linked on my ShopMy.

Follow if you love discovering chic brands before everyone else does.","If you love The Row and K then these brands need to be on your radar. I'm a New York based stylist who loves minimal elegant fashion with a European twist. First up, Almada. This is a Copenhagen based brand. They do really amazing clean structural silhouettes, very similar to The Row. The quality is absolutely incredible and they just do really good basic investment pieces. Next up, Almena Concept. Their price to quality ratio is absolutely incredible. They do really excellent knitwear and I love their barn jacket. It has a very European vibe and this brand is pretty under the radar but I feel like it's growing very very quickly. Next up, Rue Sophie. I absolutely love this brand. I have for a very long time and if you've been following me, you know I own a lot of their pieces. It's very French inspired, very monochromatic and neutral colors which is very much up my street. By the way, don't forget to save this video so these brands stay on your radar for when you want to go shopping. Next up, Saint Swen. This is a brand I very recently discovered. They only have one handbag design but it's absolutely incredible. Very cool girl vibe. They manufacture everything in Spain. Everything is handcrafted in Ubrica. The quality is absolutely amazing and I feel like they've mastered this one design. They also have some really cute card holders and wallets as well. And finally, Le Sur. This is a New York based brand but everything is handcrafted in Italy. Very very comfortable shoes with very modern minimalist designs. I absolutely love their pumps but they have some really good designs for summer as well. If you like these recommendations, don't forget to follow for more chic finds.",jasminapuri,2026-04-28T17:37:29.000Z,9238,989,454205,"[""01-ig-seeds"", ""05-ig-seed-transcripts""]","[""raw/01-ig-seeds-items.json#row=73"", ""raw/05-ig-seed-transcripts-items.json#row=45""]",S052,"* if you love these brands, you need to be aware of this brand",Video,False,https://www.instagram.com/reel/DXrxcfHjkmV/,"[""new_brand"", ""designer_spend"", ""old_money"", ""european_style"", ""euro_trip"", ""outfit_upgrade"", ""markup_skepticism"", ""quality_material"", ""logo_independence"", ""seasonal_woven""]",handbag_context,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,100,6
ig:Db8-FZXsPEd,instagram,https://www.instagram.com/p/Db8-FZXsPEd/,"The watch that EVERYONE is talking about.

The 0.11-0.154 Carat Diamond watch is quickly running out of stock. 

Treat yourself today: pascaldesign.com/products/pascal-timeless-classic-diamond-watch","Wait, did you just show her? When did you get a Rollie?",pascaldesignofficial,2026-08-12T19:59:16.000Z,222,4,0,"[""01-ig-seeds"", ""05-ig-seed-transcripts""]","[""raw/01-ig-seeds-items.json#row=74"", ""raw/05-ig-seed-transcripts-items.json#row=149""]",S151,* the bag that everyone is talking about,Video,False,https://www.instagram.com/p/Db8-FZXsPEd/,"[""old_money"", ""purchase_trigger""]",adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,4,2
ig:DcdqdquuB0l,instagram,https://www.instagram.com/p/DcdqdquuB0l/,"Fall feels like Ralph Lauren 🍂 cozy knits, classic layers, and timeless style. So excited to share a little autumn inspo ✨

#ralphlauren #timelessstyle #classicstyle #ralphlaurenstyle #ralphlaurenhome",Maraming salamat.,tarmcc,2026-08-25T12:43:44.000Z,2624,8,32319,"[""01-ig-seeds"", ""05-ig-seed-transcripts""]","[""raw/01-ig-seeds-items.json#row=75"", ""raw/05-ig-seed-transcripts-items.json#row=148""]",S108,,Video,False,https://www.instagram.com/reel/DcdqdquuB0l/,"[""old_money"", ""outfit_upgrade"", ""seasonal_woven""]",adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,8,2
ig:Dagg5MRz8eF,instagram,https://www.instagram.com/p/Dagg5MRz8eF/,Weirdly perfect bags & designer jelly sandals on the wishlist this week! Comment ACCESSORIES for the links #designerbag #styleinspo #jellysandals #handbag #summeroutfits,"Welcome back to another episode of Everything I Want to Buy, a style and trend series I do weekly. One thing about me and my page is that I'm always going to be finding the tiny designer making the coolest things, and this bag brand is no exception. I mean, just look at this perfection. It's called the Le Tabot bag, and every single one is handmade in Italy. They're all crafted in deadstock leather, and most of the pieces are one of one. I was devastated when I missed out on this pink color because look at her. This blue snakeskin actually blew my mind. For me, the future of accessories, especially handbags, are concepts like this, so I would not sleep on this brand. Another really cool, mostly unknown Lebanese handbag brand to put you onto is Kaaba. In particular, they do these really cool shoulder handbags that remind me of a birth child of the Alila Tekel and the Jacquemus Letarismo bag. Again, all of their leather is sourced from Italian tanneries, and they come in a lot of cool colors and prints. Personally, I love the three-tone colorway, but I also love the butter yellow and this beautiful turquoise blue. You know what comes to my mind instantly to wear with that blue bag? The Chloe Jelly Sandals. And whilst we're on the topic of jelly sandals and fun accessories, these Celines, and yes, I've managed to find quite a few websites that actually still have these in stock. Comment accessories, and I'll send the links directly to your DMs, and I'll see you next week.",catspanti,2026-07-07T22:16:17.000Z,14275,7831,388376,"[""01-ig-seeds"", ""05-ig-seed-transcripts""]","[""raw/01-ig-seeds-items.json#row=76"", ""raw/05-ig-seed-transcripts-items.json#row=98""]",S042,"Gifting angle 
* ai talking head, ai voiceover 

Upgrade angle

Back in stock angle",Video,False,https://www.instagram.com/reel/Dagg5MRz8eF/,"[""european_style"", ""outfit_upgrade"", ""quality_material"", ""seasonal_woven"", ""travel_scale"", ""purchase_trigger""]",handbag_context,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,100,2
ig:DY-z9hXzBNX,instagram,https://www.instagram.com/p/DY-z9hXzBNX/,"The best summer bags, at every price point! SUMMER BAGS for the links #summerfashion #summerbags #designerbags #styleinspo #styleguide","These are the best summer bags on the internet right now at every single price point. Now, if money isn't an object, we have to start with Saint Laurent's newest beaded collection because it is insane. Their newest shoulder bag release has me in an absolute chokehold. Same with their larger tote bags. They just feel collected over that typical summer raffia bag that we see a lot of the other luxury designers doing. And if you want that same look but for less, look no further than Stored. They're doing some incredible things which also include a lot of color and detail. My next bag and brand discovery almost feels illegal. Would you believe me if I told you this is under $250 Australian, which is $150 USD? The brand does some incredible designs. They also have this larger beaded tote, which again is so well priced. How cute are these bags? Muna is another really cute brand discovery that are doing some great things at really healthy prices. And their collection spans across all shapes and sizes and colors. If you're looking for something not so typical of a summer bag, look no further than Simon Miller. Their fish bag design and shapes are so cute. Colt Guy is another brand that are doing some incredible things that don't feel so typical. There are also some incredible independent makers that are doing some really beautiful things. I love this bag from literally Etsy. If you want an injection of color, look no further than Shan Liu. Akamus is another one to hit up for colors, shape, and construction that will actually last you. And again, if price point doesn't serve you, lots of independent makers that are doing incredible things. Switching gears slightly to more raffia styles, Zimmerman are doing some really great things. I love this Nanushka tote. Yes, I found its dupe for one third of the price. Another Stored favorite and so many more great ones where that came from. Comment summer bag and I'll send the links to all of these plus more directly to your DMs.",catspanti,2026-05-30T23:37:04.000Z,2467,5417,111786,"[""01-ig-seeds"", ""05-ig-seed-transcripts""]","[""raw/01-ig-seeds-items.json#row=77"", ""raw/05-ig-seed-transcripts-items.json#row=51""]",S007,"* Best bags on the internet, affordable luxury angle, compare other bags and position velantra as the best option",Video,False,https://www.instagram.com/reel/DY-z9hXzBNX/,"[""new_brand"", ""designer_spend"", ""outfit_upgrade"", ""social_judgment"", ""seasonal_woven"", ""travel_scale""]",handbag_context,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,100,0
ig:DcPOagUzyNx,instagram,https://www.instagram.com/p/DcPOagUzyNx/,Everything I Want To Buy! Comment ACCESSORIES for the links #styleinspo #styleguide #handbag #whatsinmycart #turquoise,"Welcome back to another episode of Everything I Want to Buy, a style and trend series I do weekly. When I tell you I was so close to gatekeeping these bags. If you loved the shape of the Chanel tote bag but want something a little different and obviously not at that price point, this bag's for you. It comes in two sizes and yes, the inside is also red. There are that many colorways and leathers that I genuinely feel like a kid in a candy store. This red in particular has me absolutely sick. I need it. How good is this yellow snakeskin? Same with this turquoise blue. And I already told you that this is the next big color. Speaking of that color, how cool are these mesh shoes? I'm obsessed with the shape. I'm obsessed with the color. The brand actually does some really cool pieces. I love these lace boots. And how good are these black paint and platforms? So extra but in the best way. And considering we're spotlighting all things accessories this episode, I cannot stop thinking about cool, different, thick belts. I love this carpenter style one. I feel like it makes any simple outfit so much better. And of course, fringe belts feel like they're everywhere at the moment but I particularly love this gray one. But you guys know the drill by now. Comment accessories and I'll send the links directly to your DMs and I'll see you next week.",catspanti,2026-08-19T22:10:14.000Z,4210,8350,133961,"[""01-ig-seeds"", ""05-ig-seed-transcripts"", ""08-ig-creator-expansion""]","[""raw/01-ig-seeds-items.json#row=78"", ""raw/05-ig-seed-transcripts-items.json#row=91"", ""raw/08-ig-creator-expansion-items.json#row=145""]",S116,* the bag I want to buy,Video,False,https://www.instagram.com/catspanti/,"[""new_brand"", ""designer_spend"", ""outfit_upgrade"", ""quality_material"", ""travel_scale""]",handbag_context,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,100,1
ig:Dcgl2JFNPPf,instagram,https://www.instagram.com/p/Dcgl2JFNPPf/,"The trending Trullo bag, returning soon... Join our waitlist on cos.com to be the first to know when it’s back in stock.",دستگیر شدند,cosstores,2026-08-26T16:07:08.000Z,17963,726,866452,"[""01-ig-seeds"", ""05-ig-seed-transcripts""]","[""raw/01-ig-seeds-items.json#row=79"", ""raw/05-ig-seed-transcripts-items.json#row=114""]",S098,,Video,False,https://www.instagram.com/reel/Dcgl2JFNPPf/,"[""purchase_trigger""]",handbag_context,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,100,68
ig:DcsvVuPv-VR,instagram,https://www.instagram.com/p/DcsvVuPv-VR/,"Surprise de rentrée ♥️
The French season of fresh starts, is settling in. Discover the new Fall wardrobe on the App and Sezane. Comand receive our reimagined tote in your order.
*Subject to availability and shipping location.
-
Découvrez le vestiaire de la nouvelle saison d’automne sur l’App et Sezane.com et recevez votre grand cabas de saison avec votre commande ✨

*Offre disponible uniquement dans certains pays. Veuillez vérifier les conditions de l’offre avant de finaliser votre commande sur Sezane.com.

#sezane #sezanelovers",Sie kommen.,sezane,2026-08-31T09:18:32.000Z,2430,79,258338,"[""01-ig-seeds"", ""05-ig-seed-transcripts""]","[""raw/01-ig-seeds-items.json#row=80"", ""raw/05-ig-seed-transcripts-items.json#row=52""]",S096,,Video,False,https://www.instagram.com/reel/DcsvVuPv-VR/,"[""new_brand"", ""european_style"", ""outfit_upgrade"", ""seasonal_woven"", ""purchase_trigger""]",handbag_context,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,43,21
ig:Dc2_9ydS0x1,instagram,https://www.instagram.com/p/Dc2_9ydS0x1/,"Les Trenchs de la rentrée ♥️
Paris in motion. New silhouettes, set to the rhythm of the city. This Sunday on the App and Sezane.com

#sezane #sezanelovers","Diego,",sezane,2026-09-04T08:57:56.000Z,6585,198,1088853,"[""01-ig-seeds"", ""05-ig-seed-transcripts""]","[""raw/01-ig-seeds-items.json#row=81"", ""raw/05-ig-seed-transcripts-items.json#row=62""]",S148,* Sezanne branded,Video,False,https://www.instagram.com/reel/Dc2_9ydS0x1/,"[""european_style"", ""euro_trip""]",adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,100,48
ig:Db9QfF-zVhz,instagram,https://www.instagram.com/p/Db9QfF-zVhz/,Bottega has been releasing some VERY good bags lately - these are the ones I’d actually spend my money on! BAGS for the links #bottega #bottegaveneta #designerbag #designerhandbags #styleguide,"If you're spending designer bag money, can we please stop buying the same five bags and start looking at Bottega? Because they are quietly releasing some of the best bags on the market right now that no one's talking about. The first bag you need to put on your radar is the 70. This screams inherited vintage Bottega to me. It's classic Bottega with a finer intrecciato, as well as this smooth, gorgeous yellow color. It's basically a three-in-one, a crossbody, a shoulder bag, and a top handle bag. And most importantly, I haven't seen it like 500 times all over my feed. Another bag you probably haven't seen yet, but this is the Nordor, and probably one of my favorite shoulder bags on the market right now. Not only is it the perfect under the arm shape, but it's half suede, half intrecciato leather. It also comes in this gorgeous chocolate color, and it's probably one of the best priced bags currently available at Bottega. I told you last year to start buying Bottega Veneta vintage knot clutches, and for good reason, they have officially returned. Bottega's even using this micro intrecciato on the new versions. It almost gives like a rippled effect, which we love. However, these new versions are hefty price-wise. If you want better bang for your buck, the Lauren 1979 is one of the best clutches you can buy right now. The bag is actually based on the archival Bottega bag that Lauren Hutton wore in American Gigolo, and that was back in 1979, meaning that this isn't a bag nor a silhouette that we're going to suddenly get over by next year. You will have this forever. If you're looking for a new tote bag, look no further. This bag is actually unisex, technically in the men's section, but I love it for both. This is a full intrecciato, fits everything, and doesn't scream one particular season. The square shape of this tote in particular is what drew me towards it. It feels very vintage, but still quite modern, and it's around the $6,000 mark, which for a tote at Bottega is pretty well priced, and it's available in burgundy, brown, and yellow. Another great pick is the Onder Clutch. Obviously a little bit more abstract, but I love that there's no obvious branding. It's an incredible shape. And finally, we have the Baby Sardine in Snakeskins. This is obviously not your everyday bag, but if I was going to be spending some serious cash on one completely standout bag, this would be my pick. She's perfect because you could wear her through literally every season, and again, it's one that we don't see everywhere. So consider this your reminder that Bottega goes a lot further than the ones you've already seen all over your feed.",catspanti,2026-08-12T22:41:42.000Z,6160,373,245548,"[""01-ig-seeds"", ""05-ig-seed-transcripts"", ""08-ig-creator-expansion""]","[""raw/01-ig-seeds-items.json#row=82"", ""raw/05-ig-seed-transcripts-items.json#row=124"", ""raw/08-ig-creator-expansion-items.json#row=143""]",S125,* Stop spending designer money on bags,Video,False,https://www.instagram.com/catspanti/,"[""designer_spend"", ""old_money"", ""outfit_upgrade"", ""quality_material"", ""logo_independence"", ""seasonal_woven"", ""travel_scale"", ""purchase_trigger""]",handbag_context,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,100,15
ig:DYXpZTYMt0W,instagram,https://www.instagram.com/p/DYXpZTYMt0W/,pov: you finally find the bag that fits your whole life in it 🤍@polene_paris Mokki my new everyday!,"Instead, she just wanted",ann.lisna,2026-05-15T18:38:53.000Z,2299,107,575666,"[""01-ig-seeds"", ""05-ig-seed-transcripts""]","[""raw/01-ig-seeds-items.json#row=83"", ""raw/05-ig-seed-transcripts-items.json#row=115""]",S054,,Video,True,https://www.instagram.com/reel/DYXpZTYMt0W/,"[""european_style"", ""euro_trip"", ""travel_scale""]",handbag_context,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,61,24
ig:DcXsS2tzlGv,instagram,https://www.instagram.com/p/DcXsS2tzlGv/,"Here are some solid options to replace your backpack. All bags linked in my bio. 

#mensfashion #mensbag #bagsformen #menswear #styleinspo","Astra skies are carrying bags and exchanging the whole energy of an outfit. There are three ways to get into it without spending your savings. A duffel is the easiest gateway into this trend. Use it for work, use it for a weekend, anywhere in between. And if it's not for you, you just got a new gym bag, no loss. Love this green and black bag from Massimo Dutty if you want something a little bit more elevated. If you are a fan of the road, this Simon's Weekender bag is a great option as well. Woven leather is a huge trend right now. This is your Bottega moment without the Bottega price tag. Amazon duffel is the most complimented bag that I own. The Quinn's woven leather tote is a great option if you want something structured. These next two I'm obsessed with and definitely eyeing for the fall. Presents, HTN canvas bag will hold everything you could possibly need for the day. A great work bag, great for school as well. Cole Buxton's leather hold all bag. It's the perfect piece. Design is reminiscent of a hybrid between a Balenciaga Rodeo bag. Extend with details of a Hermes Birkin. It's huge so it'll fit everything you could possibly need for the day and this one will definitely help you stand out. All links in my bio your backpack will understand.",shezzy.jpeg,2026-08-23T05:07:08.000Z,346,2,14859,"[""01-ig-seeds"", ""05-ig-seed-transcripts"", ""08-ig-creator-expansion""]","[""raw/01-ig-seeds-items.json#row=84"", ""raw/05-ig-seed-transcripts-items.json#row=38"", ""raw/08-ig-creator-expansion-items.json#row=201""]",S099,,Video,False,https://www.instagram.com/shezzy.jpeg/,"[""designer_spend"", ""outfit_upgrade"", ""social_judgment"", ""quality_material"", ""seasonal_woven"", ""work_polish"", ""travel_scale""]",handbag_context,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,2,1
ig:DckZrxuTwii,instagram,https://www.instagram.com/p/DckZrxuTwii/,"Part 2, four more bags worth upgrading to. All bags linked in my bio. 

#mensfashion #bagsformen #mensbags #styleinspo #styletips

@pearledivory @fivefourfive @cosstores @coach","Former bag options that are a bit more elevated. By far my most favorite bag on this list. Buckle detail is what does it for you. Think of it as an easy upgrade from your regular tote. Same silhouette, better materials, better design. Brown colorway is definitely the move but the black is solid as well. I've seen this next bag all over my feed and I'm not gonna lie, it's not my most favorite but it is there if you need it. It's reminiscent of the Balenciaga Rodeo bag. It's a great pick if you want that aesthetic. If you are a fan of quiet luxury, this one is as classy as it gets. Italian made, very intentional and it still has some of those Birkin qualities. The guy carrying this knows exactly what he's doing. I'll always be a fan of elevated duffle and this green is so rich, definitely gonna help you stand out. And it comes in a brown suede too which I'm not mad at. Both colorways are worth copying. All bags linked in my bio.",shezzy.jpeg,2026-08-28T03:31:35.000Z,802,15,38789,"[""01-ig-seeds"", ""05-ig-seed-transcripts"", ""08-ig-creator-expansion""]","[""raw/01-ig-seeds-items.json#row=85"", ""raw/05-ig-seed-transcripts-items.json#row=145"", ""raw/08-ig-creator-expansion-items.json#row=230""]",S097,,Video,False,https://www.instagram.com/shezzy.jpeg/,"[""designer_spend"", ""old_money"", ""european_style"", ""outfit_upgrade"", ""social_judgment"", ""quality_material"", ""logo_independence"", ""travel_scale""]",handbag_context,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,8,5
ig:DY5xhWqtfYk,instagram,https://www.instagram.com/p/DY5xhWqtfYk/,"#ad Comment TOTE BAG and I’ll send the details, or linked in bio on LTK page!☀️ Pack my new summer bag with me!✨ Just got this gorgeous Chanel Deauville tote bag on @fashionphile - my favorite place to shop for designer bags & accessories at up to 80% off retail!😍 Go get your bag for summer!🤍 @iamcardib #fashionphile #fashionphilepartner #fashionphilefinds @shop.ltk #liketkit https://liketk.it/6eplR",Il ministro ha parlato di una nuova riforma.,rachelpuccetti,2026-05-29T00:38:49.000Z,2111,2199,48495,"[""01-ig-seeds"", ""05-ig-seed-transcripts""]","[""raw/01-ig-seeds-items.json#row=86"", ""raw/05-ig-seed-transcripts-items.json#row=110""]",S004,,Video,True,https://www.instagram.com/reel/DY5xhWqtfYk/,"[""seasonal_woven"", ""travel_scale""]",handbag_context,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,100,3
ig:DdGkkwQlOp9,instagram,https://www.instagram.com/p/DdGkkwQlOp9/,"Money comes and goes, but some bags get discontinued forever. 
Buy the bag. You're worth it.","My Top 10: 10, 9, 8, 7, 6, 5, 4, 3, 2, 1",vellatini,2026-09-10T10:00:29.000Z,13,0,1241,"[""01-ig-seeds"", ""05-ig-seed-transcripts""]","[""raw/01-ig-seeds-items.json#row=87"", ""raw/05-ig-seed-transcripts-items.json#row=135""]",S163,"* top 10
*",Video,False,https://www.instagram.com/reel/DdGkkwQlOp9/,"[""designer_spend""]",handbag_context,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,0,0
ig:DafssF9IRyI,instagram,https://www.instagram.com/p/DafssF9IRyI/,"In a world full of noise, I choose silence - summer sale link in bio 🔗

Ad-pr /  @carlfriedrik 🛩️ 

#luxurytravel #suitcase #british #privatejet #elegance",स्वागत आहे.,pharrellmanyou,2026-07-07T14:40:27.000Z,9497,75,293680,"[""01-ig-seeds"", ""05-ig-seed-transcripts""]","[""raw/01-ig-seeds-items.json#row=88"", ""raw/05-ig-seed-transcripts-items.json#row=133""]",S067,* classy over flashy,Video,False,https://www.instagram.com/reel/DafssF9IRyI/,"[""old_money"", ""euro_trip"", ""seasonal_woven"", ""travel_scale"", ""purchase_trigger""]",adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,46,20
ig:DWWdXh7Ebjz,instagram,https://www.instagram.com/p/DWWdXh7Ebjz/,"Packing light for a quick trip to NYC! 🍎 The bags are from @mooreandgiles and it’s by far my favorite weekender. The leather is so soft and it’s aged beautifully! 🤌

#packing #gentlemanstyle #mensfashion #mensbag",Fox.,huntervought,2026-03-26T14:30:39.000Z,30073,117,461535,"[""01-ig-seeds"", ""05-ig-seed-transcripts""]","[""raw/01-ig-seeds-items.json#row=89"", ""raw/05-ig-seed-transcripts-items.json#row=64""]",S061,* pack it,Video,False,https://www.instagram.com/reel/DWWdXh7Ebjz/,"[""euro_trip"", ""outfit_upgrade"", ""quality_material"", ""travel_scale""]",handbag_context,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,66,25
ig:DXuGrZxDfhJ,instagram,https://www.instagram.com/p/DXuGrZxDfhJ/,"What’s in my bag - Office Edition

@carlfriedrik #carlfriedrik",문의주세요.,domi.abendroth,2026-04-29T15:23:24.000Z,26033,76,737059,"[""01-ig-seeds"", ""05-ig-seed-transcripts""]","[""raw/01-ig-seeds-items.json#row=90"", ""raw/05-ig-seed-transcripts-items.json#row=16""]",S064,* men’s work,Video,False,https://www.instagram.com/reel/DXuGrZxDfhJ/,"[""work_polish""]",handbag_context,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,68,26
